iteration,n_campaigns,n_ads,total_budget,risk_factor,ga_population_size,ga_max_generations,ga_mutation_rate,ga_crossover_rate,tabu_max_iterations,tabu_tenure,tabu_neighborhood_size,tabu_use_aspiration,tabu_intensification_threshold,tabu_diversification_threshold
988,2,2,8248131.866988653,1.81,64,36,0.14,0.78,36,10,64,True,70,83
989,3,13,8967952.334107812,1.78,37,74,0.06,0.74,74,8,37,True,38,136
990,3,25,7738284.724418936,0.82,74,53,0.11,0.71,53,11,74,True,90,199
991,5,27,27273059.495513782,1.23,18,191,0.19,0.9,191,19,18,True,31,145
992,5,26,24364261.25890392,0.21,26,143,0.07,0.72,143,25,26,True,54,64
993,9,40,34969561.80041551,1.75,29,34,0.22,0.86,34,29,29,True,73,139
994,7,30,30983227.45339246,0.79,39,65,0.13,0.9,65,24,39,True,25,129
995,4,9,17983131.558753815,1.38,85,49,0.05,0.91,49,9,85,True,84,191
996,7,16,33197998.730828375,1.48,82,200,0.13,0.77,200,12,82,True,82,71
997,8,29,42170516.86238365,0.38,56,175,0.11,0.79,175,5,56,True,80,64
998,3,13,9146335.974784775,1.21,34,97,0.13,0.85,97,5,34,True,43,159
999,10,30,39961411.6307523,0.42,74,132,0.21,0.76,132,22,74,True,40,50
1000,2,2,8021093.702632846,1.05,32,78,0.11,0.82,78,11,32,True,60,141
