,click_through_rate,conversion_rate,view_time,cost_per_click,ROI,day_of_week,day_of_month,month,is_month_start,is_month_end,is_weekend,is_holiday,age_group_encoded,engagement_level_encoded,device_type_Mobile,device_type_Tablet,location_Germany,location_India,location_UK,location_USA,gender_Male,content_type_Text,content_type_Video,ad_topic_Electronics,ad_topic_Entertainment,ad_topic_Fashion,ad_topic_Finance,ad_topic_Food,ad_topic_Health,ad_topic_Travel,ad_target_audience_Fitness Lovers,ad_target_audience_Professionals,ad_target_audience_Students,ad_target_audience_Tech Enthusiasts,ad_target_audience_Travel Lovers,ad_target_audience_Young Adults
476,0.106,0.2178,44,0.58,3.93,2,12,3,0,0,0,0,0,5.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
477,0.0976,0.2319,19,0.47,11.44,4,8,8,0,0,0,0,0,,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
478,0.0508,0.2196,19,1.94,-0.2,4,7,3,1,0,0,0,4,,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
479,0.0611,0.1239,5,0.33,5.91,5,29,3,0,1,1,0,1,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
480,0.1556,0.2624999999999999,17,1.03,7.3,6,23,3,0,0,1,0,0,,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
481,0.058,0.1644,84,0.99,2.9,0,7,4,1,0,0,0,1,50.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
482,0.0364,0.0975,6,0.5,2.02,3,28,8,0,1,0,0,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
483,0.0424,0.1583999999999999,49,1.08,1.19,6,23,2,0,1,1,0,2,5.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
484,0.0314,0.1425,75,0.52,7.45,6,6,4,1,0,1,0,4,50.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
485,0.0312,0.1068,27,1.83,-0.03,2,7,5,1,0,0,0,2,,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
486,0.0463,0.1901999999999999,42,0.49,11.58,5,29,3,0,1,1,0,4,5.0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
487,0.0508,0.1227,30,0.41,9.11,0,29,12,0,1,0,0,1,5.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
488,0.0508,0.1296,62,0.42,2.67,2,26,11,0,1,0,0,2,15.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
489,0.0598,0.1215,70,0.74,4.58,2,5,3,1,0,0,0,2,15.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
490,0.0376,0.1299,64,0.2,21.45,1,28,10,0,1,0,0,1,15.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
491,0.0215,0.1167,48,0.55,2.33,6,2,11,1,0,1,0,3,5.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
492,0.0317,0.1062,8,1.95,-0.14,2,12,2,0,0,0,0,1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
493,0.0463,0.1227,23,1.37,1.69,2,9,4,0,0,0,0,0,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
494,0.0863,0.2487,59,0.31,26.86,6,29,6,0,1,1,0,2,15.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
495,0.0552,0.2556,47,0.97,3.75,6,26,10,0,1,1,0,3,15.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
496,0.0519,0.1038,54,0.48,6.65,3,1,5,1,0,0,0,0,15.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
497,0.022,0.09,13,0.32,1.64,1,17,6,0,0,0,0,4,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
498,0.0485,0.1506,43,0.52,2.1,2,15,10,0,0,0,0,2,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
499,0.0327,0.0902999999999999,45,1.44,-0.3,0,7,7,1,0,0,0,2,5.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500,0.035,0.1497,10,0.68,2.63,6,29,6,0,1,1,0,4,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
501,0.0356,0.1245,43,0.25,11.32,2,13,8,0,0,0,0,2,5.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
502,0.0362,0.09,47,0.51,4.18,3,9,1,0,0,0,0,2,5.0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
503,0.0424,0.1154999999999999,8,1.09,-0.04,3,2,10,1,0,0,0,0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
504,0.0373,0.0957,22,0.5,3.25,4,21,3,0,0,0,0,1,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
505,0.0462,0.1893,43,0.42,8.46,1,13,5,0,0,0,0,2,5.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
506,0.0355,0.1182,29,1.66,0.13,2,2,4,1,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
507,0.0497,0.1646999999999999,36,0.77,2.7,1,20,5,0,0,0,0,3,5.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
508,0.0244,0.1206,14,0.27,10.7,6,24,8,0,0,1,0,2,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
509,0.1655,0.2454,15,0.69,1.57,5,15,3,0,0,1,0,0,0.0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
510,0.0223,0.1248,6,0.58,3.46,4,23,5,0,0,0,0,2,0.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
511,0.0636,0.1179,42,1.26,1.95,3,5,6,1,0,0,0,1,5.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
512,0.0269,0.1149,11,0.5,3.06,0,31,3,0,1,0,0,2,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
513,0.0469,0.1896,40,0.53,8.26,6,16,3,0,0,1,0,3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
514,0.0552,0.2574,17,0.48,8.18,6,5,10,1,0,1,0,4,,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
515,0.0615,0.1062,10,1.45,1.07,2,17,9,0,0,0,0,0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
516,0.0452,0.1931999999999999,47,0.92,1.28,5,4,10,1,0,1,0,3,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
517,0.08,0.2085,61,1.08,3.06,1,25,11,0,1,0,0,1,50.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
518,0.0389,0.1251,47,1.38,0.76,0,9,6,0,0,0,1,4,15.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
519,0.0733,0.1557,30,0.48,3.54,0,20,10,0,0,0,0,2,5.0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
520,0.0761,0.2679,15,0.93,4.08,1,7,10,1,0,0,0,2,,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
521,0.0265,0.1083,26,0.9,2.89,6,9,3,0,0,1,0,4,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,0.1022,0.1527,11,0.56,6.17,6,5,1,1,0,1,0,1,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
523,0.0223,0.1026,9,0.93,0.74,5,20,9,0,0,1,0,4,0.0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
524,0.09,0.2249999999999999,41,0.63,9.1,3,24,4,0,1,0,0,2,5.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
525,0.0271,0.0723,57,0.44,4.82,2,5,11,1,0,0,0,1,15.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
526,0.0293,0.1242,14,0.65,0.3,2,2,4,1,0,0,0,2,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
527,0.042,0.072,14,0.51,3.11,6,13,4,0,0,1,0,1,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
528,0.088,0.1926,17,0.69,2.97,0,3,11,1,0,0,0,0,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
529,0.0484,0.0882,13,0.39,4.46,2,31,12,0,1,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
530,0.0561,0.1538999999999999,18,1.5,2.15,3,11,12,0,0,0,0,2,,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
531,0.1175,0.1935,65,0.36,10.72,3,22,5,0,0,0,0,0,15.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
532,0.076,0.2264999999999999,20,0.84,1.27,6,16,11,0,0,1,0,3,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
533,0.0392,0.0935999999999999,6,1.53,0.62,4,16,5,0,0,0,0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
534,0.0378,0.0858,63,0.95,0.01,5,20,12,0,0,1,0,1,50.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
535,0.0223,0.1137,10,0.39,5.67,2,2,7,1,0,0,0,4,0.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
536,0.0518,0.1503,44,0.76,5.2,1,25,11,0,1,0,0,2,5.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
537,0.04,0.1875,84,1.37,4.44,3,31,7,0,1,0,0,3,50.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
538,0.0569,0.0921,49,0.96,0.31,2,5,3,1,0,0,0,0,5.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
539,0.0235,0.1263,14,1.61,0.68,2,23,4,0,0,0,0,3,0.0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
540,0.0481,0.171,39,0.44,3.21,4,14,11,0,0,0,0,2,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
541,0.0413,0.1185,25,0.54,6.17,3,4,9,1,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
542,0.1052,0.2042999999999999,20,0.56,10.88,2,13,8,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
543,0.0273,0.1883999999999999,45,0.8,2.17,2,12,3,0,0,0,0,4,5.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
544,0.0507,0.1662,12,0.69,4.35,3,8,5,0,0,0,0,2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
545,0.0226,0.0774,50,1.43,-0.55,0,24,11,0,1,0,0,4,5.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
546,0.0617,0.1743,54,0.7,3.1,4,29,8,0,1,0,0,3,15.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
547,0.1128,0.1911,55,0.82,7.5,0,20,10,0,0,0,0,1,15.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
548,0.0989,0.2535,41,0.69,7.29,4,5,12,1,0,0,0,1,5.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
549,0.0787,0.1728,49,0.32,17.3,1,11,3,0,0,0,0,3,5.0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
550,0.0781,0.1583999999999999,32,1.0,2.97,1,11,2,0,0,0,0,0,5.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
551,0.0724,0.1572,23,1.07,0.99,3,27,3,0,1,0,0,3,,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
552,0.0866,0.1497,66,0.7,3.04,2,5,2,1,0,0,0,1,50.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
553,0.0629,0.2328,70,0.8,3.84,4,2,5,1,0,0,0,2,15.0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
554,0.1139,0.2184,5,0.81,5.52,4,10,10,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
555,0.052,0.1728,49,1.45,3.04,3,17,4,0,0,0,0,2,15.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
556,0.0292,0.0975,10,0.75,2.26,5,15,2,0,0,1,0,2,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
557,0.0267,0.126,8,0.81,2.25,4,15,8,0,0,0,0,1,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
558,0.0781,0.1863,77,0.98,3.54,1,18,2,0,0,0,0,1,50.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
559,0.0329,0.123,42,0.67,4.74,6,29,6,0,1,1,0,1,5.0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
560,0.018,0.0723,48,1.67,0.19,4,8,8,0,0,0,0,4,5.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
561,0.0639,0.1506,28,0.9,1.92,2,7,5,1,0,0,0,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
562,0.0565,0.1944,53,0.79,6.82,6,19,10,0,0,1,0,4,15.0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
563,0.0384,0.1916999999999999,13,1.3,0.75,1,3,6,1,0,0,0,4,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
564,0.0416,0.1038,10,0.74,2.27,4,7,3,1,0,0,0,1,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
565,0.0264,0.1176,15,1.15,1.95,1,11,2,0,0,0,0,2,,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
566,0.0322,0.1455,5,0.28,12.67,1,3,6,1,0,0,0,4,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
567,0.0902,0.2652,23,0.46,14.21,5,29,11,0,1,1,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
568,0.037,0.0705,24,0.42,2.34,6,24,8,0,0,1,0,2,,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
569,0.1136,0.1898999999999999,69,0.75,4.03,6,23,11,0,0,1,0,0,50.0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
570,0.0557,0.2109,6,0.77,3.01,2,25,6,0,1,0,0,4,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
571,0.105,0.1536,83,0.49,7.59,4,24,10,0,0,0,0,0,50.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
572,0.0542,0.0789,26,0.55,2.39,5,23,8,0,0,1,0,1,,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
573,0.0665,0.1953,26,1.16,1.62,0,31,3,0,1,0,0,3,,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
574,0.0717,0.2664,69,0.79,2.97,2,15,10,0,0,0,0,2,15.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
575,0.1011,0.2144999999999999,69,1.46,2.22,1,10,6,0,0,0,0,2,15.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
576,0.0651,0.1221,38,0.36,2.42,4,25,4,0,1,0,0,1,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
577,0.0603,0.1221,29,0.56,2.6,0,22,12,0,0,0,0,1,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
578,0.0821,0.2631,11,0.78,4.5,3,12,6,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
579,0.0524,0.1734,28,0.3,14.71,4,10,1,0,0,0,0,2,,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
580,0.0396,0.096,14,0.29,8.19,4,16,5,0,0,0,0,1,0.0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
581,0.0802,0.1968,10,0.99,1.14,0,14,4,0,0,0,0,1,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
582,0.0897,0.1527,17,0.8,0.56,0,26,5,0,1,0,0,0,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
583,0.037,0.1449,36,1.13,3.25,1,19,8,0,0,0,0,2,5.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
584,0.0348,0.1209,26,0.29,11.06,0,3,11,1,0,0,0,4,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
585,0.0203,0.1035,24,0.87,2.63,6,29,6,0,1,1,0,4,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,0.121,0.2204999999999999,38,0.72,10.04,5,12,4,0,0,1,0,0,5.0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
587,0.0706,0.1587,62,0.86,3.3,3,29,5,0,1,0,0,2,50.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
588,0.0509,0.1968,16,0.41,13.12,3,21,8,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
589,0.0563,0.1683,24,0.52,4.96,0,21,4,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
590,0.0545,0.15,36,0.41,6.25,1,29,4,0,1,0,0,0,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
591,0.0589,0.1767,45,1.28,2.31,2,30,4,0,1,0,0,2,5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
592,0.0463,0.1253999999999999,17,0.84,0.96,5,6,12,1,0,1,0,3,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
593,0.0513,0.1593,29,0.51,8.53,0,20,10,0,0,0,0,4,,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
594,0.0857,0.2042999999999999,65,0.59,8.96,3,2,1,1,0,0,0,2,15.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
595,0.0985,0.1646999999999999,57,0.55,3.99,6,30,3,0,1,1,0,0,15.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
596,0.1494,0.2787,17,0.5,6.32,2,31,12,0,1,0,0,0,,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
597,0.0658,0.1878,60,0.43,2.29,3,30,1,0,1,0,0,2,15.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
598,0.0532,0.18,15,0.66,5.45,3,27,3,0,1,0,0,2,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
599,0.0264,0.0980999999999999,24,0.94,0.64,0,10,2,0,0,0,0,3,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
600,0.0637,0.195,65,1.44,2.06,3,3,4,1,0,0,0,1,15.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
601,0.0633,0.1521,48,1.84,0.91,0,14,7,0,0,0,0,0,5.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
602,0.0298,0.1232999999999999,9,0.46,5.76,4,13,6,0,0,0,0,2,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
603,0.0773,0.1695,74,1.02,0.38,1,14,10,0,0,0,0,2,50.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
604,0.0424,0.1698,50,0.85,2.29,3,11,9,0,0,0,0,4,5.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
605,0.0734,0.2544,9,0.56,3.41,5,10,5,0,0,1,0,3,0.0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
606,0.0372,0.1217999999999999,14,0.4,4.69,1,26,8,0,1,0,0,2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
607,0.0388,0.0786,64,0.54,4.17,4,19,12,0,0,0,0,1,15.0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
608,0.0396,0.1677,8,0.65,2.93,1,22,4,0,0,0,0,3,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
609,0.0973,0.2744999999999999,66,0.82,3.47,6,13,4,0,0,1,0,0,15.0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
610,0.0531,0.1124999999999999,7,0.74,0.32,6,10,8,0,0,1,0,1,0.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
611,0.0397,0.1119,79,0.35,8.38,6,2,11,1,0,1,0,2,50.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
612,0.0688,0.2229,67,0.68,2.69,6,9,2,0,0,1,0,3,15.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
613,0.0411,0.096,17,1.01,1.76,3,16,1,0,0,0,0,1,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
614,0.0545,0.0825,7,0.71,0.0,6,16,2,0,0,1,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
615,0.0215,0.0705,24,0.3,5.86,1,9,9,0,0,0,0,4,,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
616,0.0656,0.1631999999999999,25,1.52,2.07,1,30,12,0,1,0,0,1,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
617,0.0399,0.1206,53,1.1,2.43,5,8,11,0,0,1,0,3,15.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,0.0704,0.1961999999999999,38,1.19,2.01,4,25,4,0,1,0,0,0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
619,0.0885,0.1356,51,1.07,2.82,5,6,12,1,0,1,0,1,15.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
620,0.0243,0.0843,26,0.9,0.05,1,2,9,1,0,0,0,2,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
621,0.0956,0.2133,12,0.71,5.78,2,19,3,0,0,0,0,1,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
622,0.0628,0.2352,63,0.72,4.28,0,30,6,0,1,0,0,3,50.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
623,0.089,0.2294999999999999,64,0.65,5.47,6,9,2,0,0,1,0,1,15.0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
624,0.0395,0.1791,15,0.83,1.54,0,27,10,0,1,0,0,4,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
625,0.0232,0.0906,44,0.39,1.4,0,15,9,0,0,0,0,3,5.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
626,0.1111,0.2042999999999999,35,0.35,9.79,6,3,8,1,0,1,0,0,5.0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
627,0.0379,0.1281,6,0.62,1.28,4,3,10,1,0,0,0,4,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
628,0.0454,0.2589,89,0.47,5.15,1,11,11,0,0,0,0,4,50.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
629,0.0883,0.2469,15,0.54,9.06,6,2,11,1,0,1,0,2,,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
630,0.0619,0.1956,17,0.89,1.78,1,11,11,0,0,0,1,1,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
631,0.0328,0.0939,20,1.01,1.3,1,2,12,1,0,0,0,2,,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
632,0.0945,0.1898999999999999,29,1.04,3.07,2,24,12,0,0,0,0,1,,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
633,0.0539,0.1332,30,1.03,1.67,3,12,6,0,0,0,0,1,5.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
634,0.0329,0.1236,24,0.49,5.94,2,23,7,0,0,0,0,2,,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
